FR0003500008;27/09/17;5281,30;5289,89;5272,32;5281,96;3202223
FR0003500008;28/09/17;5286,05;5295,27;5279,10;5293,77;2925889
FR0003500008;29/09/17;5297,42;5329,81;5284,74;5329,81;3805861
FR0003500008;02/10/17;5332,92;5350,44;5326,66;5350,44;2807906
FR0003500008;03/10/17;5362,75;5370,89;5355,30;5367,41;2333311
FR0003500008;04/10/17;5369,24;5369,45;5345,20;5363,23;3400429
FR0003500008;05/10/17;5355,91;5381,74;5355,91;5379,21;2996260
FR0003500008;06/10/17;5378,07;5378,07;5350,26;5359,90;2933434
FR0003500008;09/10/17;5364,81;5378,51;5351,68;5365,83;2368462
FR0003500008;10/10/17;5364,16;5372,27;5351,79;5363,65;2770042
FR0003500008;11/10/17;5367,38;5367,38;5338,14;5362,41;2898561
FR0003500008;12/10/17;5358,42;5361,92;5342,69;5360,81;2503776
FR0003500008;13/10/17;5362,73;5371,65;5344,96;5351,74;2938198
FR0003500008;16/10/17;5362,53;5371,62;5347,61;5362,88;2592612
FR0003500008;17/10/17;5372,65;5376,69;5347,55;5361,37;2904773
FR0003500008;18/10/17;5368,09;5394,23;5359,68;5383,81;2782169
FR0003500008;19/10/17;5371,00;5377,81;5343,00;5368,29;3701979
FR0003500008;20/10/17;5389,48;5392,09;5368,21;5372,38;4000274
FR0003500008;23/10/17;5377,45;5408,74;5367,65;5386,81;2663475
FR0003500008;24/10/17;5377,86;5413,03;5377,86;5394,80;3457524
FR0003500008;25/10/17;5399,61;5416,54;5364,16;5374,89;3934637
FR0003500008;26/10/17;5383,44;5459,61;5375,26;5455,40;4137178
FR0003500008;27/10/17;5470,34;5513,53;5470,24;5494,13;4475661
FR0003500008;30/10/17;5488,33;5507,56;5487,29;5493,63;2964632
FR0003500008;31/10/17;5492,63;5511,25;5489,41;5503,29;3445721
FR0003500008;01/11/17;5524,38;5536,40;5514,29;5514,29;3436556
FR0003500008;02/11/17;5510,96;5520,81;5486,24;5510,50;3229826
FR0003500008;03/11/17;5513,47;5521,92;5498,29;5517,97;3506091
FR0003500008;06/11/17;5507,07;5513,31;5492,90;5507,25;3161074
FR0003500008;07/11/17;5521,75;5525,55;5475,92;5480,64;3630868
FR0003500008;08/11/17;5487,53;5496,08;5452,20;5471,43;3873880
FR0003500008;09/11/17;5470,18;5479,70;5401,43;5407,75;4456742
FR0003500008;10/11/17;5405,55;5415,88;5375,12;5380,72;3762532
FR0003500008;13/11/17;5382,65;5384,76;5301,02;5341,63;3567115
FR0003500008;14/11/17;5345,30;5365,64;5301,57;5315,58;3643635
FR0003500008;15/11/17;5301,14;5312,39;5267,22;5301,25;4032476
FR0003500008;16/11/17;5325,41;5345,23;5312,87;5336,39;3221764
FR0003500008;17/11/17;5335,85;5350,25;5304,35;5319,17;3645118
FR0003500008;20/11/17;5311,28;5348,15;5302,85;5340,45;2824670
FR0003500008;21/11/17;5335,84;5385,86;5326,86;5366,15;3307269
FR0003500008;22/11/17;5364,61;5391,01;5352,76;5352,76;2965262
FR0003500008;23/11/17;5339,76;5391,89;5330,32;5379,54;2392940
FR0003500008;24/11/17;5374,40;5419,88;5374,40;5390,46;2405456
FR0003500008;27/11/17;5378,96;5408,47;5359,39;5360,09;2806983
FR0003500008;28/11/17;5366,38;5398,19;5357,28;5390,48;3069252
FR0003500008;29/11/17;5416,49;5441,69;5394,89;5398,05;3789567
FR0003500008;30/11/17;5402,66;5429,65;5372,59;5372,79;5477712
FR0003500008;01/12/17;5374,13;5378,32;5299,06;5316,89;4380800
FR0003500008;04/12/17;5363,29;5400,10;5350,59;5389,29;3685240
FR0003500008;05/12/17;5377,80;5379,79;5349,79;5375,53;3339375
FR0003500008;06/12/17;5333,32;5385,53;5316,55;5374,35;3368084
FR0003500008;07/12/17;5374,57;5396,31;5365,75;5383,86;3218870
FR0003500008;08/12/17;5411,91;5425,75;5393,56;5399,09;3765138
FR0003500008;11/12/17;5411,71;5411,71;5382,50;5386,83;2954313
FR0003500008;12/12/17;5394,93;5427,19;5359,76;5427,19;3735894
FR0003500008;13/12/17;5415,32;5429,03;5393,98;5399,45;3877806
FR0003500008;14/12/17;5392,00;5400,28;5357,14;5357,14;3504654
FR0003500008;15/12/17;5340,34;5360,87;5330,10;5349,30;6844616
FR0003500008;18/12/17;5386,40;5427,87;5386,40;5420,58;3749756
FR0003500008;19/12/17;5409,65;5420,64;5380,15;5382,91;2880286
