FR0003500008;28/09/15;4452,24;4470,07;4337,28;4357,05;3949144
FR0003500008;29/09/15;4297,19;4377,22;4278,57;4343,73;4259944
FR0003500008;30/09/15;4433,76;4474,72;4413,08;4455,29;4578480
FR0003500008;01/10/15;4518,03;4528,16;4408,12;4426,54;4228824
FR0003500008;02/10/15;4472,50;4518,39;4386,10;4458,88;4111119
FR0003500008;05/10/15;4543,20;4631,84;4528,02;4616,90;4205504
FR0003500008;06/10/15;4610,43;4684,79;4589,29;4660,64;3853335
FR0003500008;07/10/15;4680,85;4730,30;4654,28;4667,34;4597084
FR0003500008;08/10/15;4657,24;4687,19;4643,92;4675,91;3460771
FR0003500008;09/10/15;4723,28;4737,69;4693,25;4701,39;3792314
FR0003500008;12/10/15;4705,22;4713,41;4663,34;4688,70;3083883
FR0003500008;13/10/15;4667,51;4667,51;4598,11;4643,38;3601481
FR0003500008;14/10/15;4608,42;4660,43;4580,84;4609,03;3395130
FR0003500008;15/10/15;4651,77;4683,75;4622,45;4675,29;3456203
FR0003500008;16/10/15;4702,56;4718,91;4680,22;4702,79;3735328
FR0003500008;19/10/15;4697,52;4744,97;4684,52;4704,07;2609217
FR0003500008;20/10/15;4708,19;4711,95;4649,98;4673,81;2891279
FR0003500008;21/10/15;4691,37;4716,57;4642,94;4695,10;3086334
FR0003500008;22/10/15;4681,04;4816,99;4670,10;4802,18;5077104
FR0003500008;23/10/15;4840,32;4947,02;4840,32;4923,64;5619428
FR0003500008;26/10/15;4908,33;4924,24;4881,05;4897,13;3276621
FR0003500008;27/10/15;4885,09;4896,46;4847,07;4847,07;3319413
FR0003500008;28/10/15;4857,85;4907,84;4848,50;4890,58;3483102
FR0003500008;29/10/15;4904,63;4904,63;4841,39;4885,82;4499038
FR0003500008;30/10/15;4895,03;4909,16;4865,16;4897,66;3999614
FR0003500008;02/11/15;4848,86;4936,85;4845,12;4916,21;3253312
FR0003500008;03/11/15;4920,02;4936,18;4895,84;4936,18;3379895
FR0003500008;04/11/15;4951,19;4992,97;4942,08;4948,29;4095756
FR0003500008;05/11/15;4967,94;5008,06;4935,22;4980,04;4481967
FR0003500008;06/11/15;4964,88;5011,65;4930,92;4984,15;4935663
FR0003500008;09/11/15;4978,84;4983,77;4906,48;4911,17;3252320
FR0003500008;10/11/15;4937,37;4942,62;4873,45;4912,16;3264415
FR0003500008;11/11/15;4913,64;4973,90;4913,64;4952,51;3168597
FR0003500008;12/11/15;4941,26;4963,38;4851,04;4856,65;3690740
FR0003500008;13/11/15;4835,69;4860,53;4762,33;4807,95;3491607
FR0003500008;16/11/15;4754,49;4824,02;4751,03;4804,31;3239522
FR0003500008;17/11/15;4850,29;4937,31;4840,75;4937,31;3842875
FR0003500008;18/11/15;4901,12;4918,14;4879,36;4906,72;3200773
FR0003500008;19/11/15;4943,90;4962,45;4901,07;4915,10;3199861
FR0003500008;20/11/15;4929,34;4934,29;4879,49;4910,97;3631012
FR0003500008;23/11/15;4901,68;4905,33;4860,73;4889,12;2662717
FR0003500008;24/11/15;4863,81;4865,42;4773,98;4820,28;3842812
FR0003500008;25/11/15;4830,22;4911,83;4821,51;4892,99;3590450
FR0003500008;26/11/15;4884,35;4956,08;4883,27;4946,02;2679364
FR0003500008;27/11/15;4919,01;4961,45;4908,90;4930,14;2276611
FR0003500008;30/11/15;4917,15;4974,36;4901,29;4957,60;3652651
FR0003500008;01/12/15;4960,38;4968,31;4897,87;4914,53;3857871
FR0003500008;02/12/15;4925,24;4942,12;4886,86;4905,76;3277186
FR0003500008;03/12/15;4895,64;4975,71;4730,21;4730,21;6998420
FR0003500008;04/12/15;4715,69;4740,47;4670,99;4714,79;5104301
FR0003500008;07/12/15;4746,26;4803,48;4733,34;4756,41;3242553
FR0003500008;08/12/15;4750,42;4757,20;4656,56;4681,86;4135387
FR0003500008;09/12/15;4695,90;4714,64;4619,49;4637,45;4007491
FR0003500008;10/12/15;4617,54;4661,04;4596,34;4635,06;3686444
FR0003500008;11/12/15;4617,18;4630,27;4527,26;4549,56;4452628
FR0003500008;14/12/15;4572,37;4623,16;4472,65;4473,07;4306186
FR0003500008;15/12/15;4522,47;4626,76;4519,96;4614,40;4685514
FR0003500008;16/12/15;4621,47;4664,20;4593,92;4624,67;3629387
FR0003500008;17/12/15;4729,40;4748,76;4674,58;4677,54;4572279
FR0003500008;18/12/15;4629,56;4672,35;4601,39;4625,26;6635787
FR0003500008;21/12/15;4617,20;4666,49;4565,17;4565,17;3196495
FR0003500008;22/12/15;4596,55;4604,79;4526,86;4567,60;2553472
FR0003500008;23/12/15;4614,25;4686,09;4614,25;4674,53;2787030
FR0003500008;24/12/15;4670,86;4671,68;4651,44;4663,18;447858
FR0003500008;28/12/15;4667,03;4669,84;4613,78;4617,95;1331065
FR0003500008;29/12/15;4648,79;4701,36;4648,79;4701,36;1914717
FR0003500008;30/12/15;4690,31;4708,32;4672,26;4677,14;1691622
FR0003500008;31/12/15;4657,02;4667,52;4637,06;4637,06;688394
FR0003500008;04/01/16;4582,05;4586,11;4490,30;4522,45;4072046
FR0003500008;05/01/16;4573,54;4575,45;4481,70;4537,63;3226472
FR0003500008;06/01/16;4528,12;4533,24;4440,77;4480,47;3400586
FR0003500008;07/01/16;4346,10;4424,14;4323,55;4403,58;4645862
FR0003500008;08/01/16;4404,18;4437,02;4333,74;4333,76;4188481
FR0003500008;11/01/16;4333,21;4383,92;4312,74;4312,74;3470250
FR0003500008;12/01/16;4317,49;4429,04;4305,77;4378,75;3796848
FR0003500008;13/01/16;4426,76;4465,56;4374,02;4391,94;3412887
FR0003500008;14/01/16;4341,36;4352,15;4234,84;4312,89;5492593
FR0003500008;15/01/16;4305,44;4319,47;4178,87;4210,16;5988636
FR0003500008;18/01/16;4211,11;4254,46;4161,37;4189,57;3455469
FR0003500008;19/01/16;4267,13;4308,09;4251,53;4272,26;3736464
FR0003500008;20/01/16;4171,43;4178,82;4084,68;4124,95;4771550
FR0003500008;21/01/16;4129,70;4234,65;4113,58;4206,40;5185733
FR0003500008;22/01/16;4293,26;4371,65;4280,95;4336,69;4848330
FR0003500008;25/01/16;4365,15;4365,15;4291,86;4311,33;3543949
FR0003500008;26/01/16;4238,85;4366,65;4224,45;4356,81;3647805
FR0003500008;27/01/16;4349,79;4380,36;4319,36;4380,36;3417002
FR0003500008;28/01/16;4362,55;4403,68;4284,38;4322,16;4155949
FR0003500008;29/01/16;4386,85;4417,02;4340,19;4417,02;4412505
FR0003500008;01/02/16;4418,14;4422,61;4350,09;4392,33;3321473
FR0003500008;02/02/16;4368,92;4377,57;4253,51;4283,99;4009275
FR0003500008;03/02/16;4279,43;4294,41;4177,97;4226,96;4920053
FR0003500008;04/02/16;4276,17;4279,12;4176,48;4228,53;4726979
FR0003500008;05/02/16;4240,80;4269,47;4187,97;4200,67;4857433
FR0003500008;08/02/16;4217,45;4220,85;4046,64;4066,31;5078113
FR0003500008;09/02/16;4072,32;4091,88;3951,29;3997,54;5564556
FR0003500008;10/02/16;4027,08;4115,17;3987,49;4061,20;4493394
FR0003500008;11/02/16;3990,33;3998,10;3892,46;3896,71;5393380
FR0003500008;12/02/16;3949,16;3995,06;3922,71;3995,06;4790715
FR0003500008;15/02/16;4086,29;4144,81;4076,81;4115,25;3709753
FR0003500008;16/02/16;4157,30;4157,30;4086,83;4110,66;3820132
FR0003500008;17/02/16;4119,35;4238,33;4112,04;4233,47;4486426
FR0003500008;18/02/16;4255,07;4279,19;4212,59;4239,76;3989688
FR0003500008;19/02/16;4232,22;4255,57;4182,33;4223,04;3849348
FR0003500008;22/02/16;4260,62;4303,90;4259,26;4298,70;3082386
FR0003500008;23/02/16;4272,22;4301,92;4236,95;4238,42;3212148
FR0003500008;24/02/16;4232,48;4233,30;4117,49;4155,34;4091757
FR0003500008;25/02/16;4219,80;4268,66;4198,09;4248,45;3833941
FR0003500008;26/02/16;4297,87;4352,39;4292,52;4314,57;3696088
FR0003500008;29/02/16;4275,84;4354,62;4254,77;4353,55;3665986
FR0003500008;01/03/16;4343,93;4406,95;4328,80;4406,84;3450650
FR0003500008;02/03/16;4428,95;4448,30;4387,21;4424,89;3618918
FR0003500008;03/03/16;4430,90;4430,90;4392,58;4416,08;3134103
FR0003500008;04/03/16;4437,82;4480,21;4413,93;4456,62;3663081
FR0003500008;07/03/16;4436,37;4458,82;4406,90;4442,29;3001970
FR0003500008;08/03/16;4405,16;4437,17;4363,55;4404,02;3304431
FR0003500008;09/03/16;4405,95;4458,77;4397,98;4425,65;3167115
FR0003500008;10/03/16;4432,56;4580,97;4350,35;4350,35;6046674
FR0003500008;11/03/16;4430,24;4492,79;4421,95;4492,79;4233567
FR0003500008;14/03/16;4501,81;4535,91;4494,60;4506,59;3310635
FR0003500008;15/03/16;4474,26;4488,78;4450,16;4472,63;3222910
FR0003500008;16/03/16;4486,70;4502,96;4446,99;4463,00;3215050
